userid,register_time,country,,,,
20812,1/01/2017,TH,,,,
20817,20/01/2017,TW,,,,
20821,1/01/2017,VN,,,,
20826,2/01/2017,PH,,,,
20830,27/01/2017,ID,,,,
20840,14/03/2017,TW,,,,
20843,3/04/2017,TW,,,,
20844,27/05/2017,SG,,,,
20850,7/04/2017,ID,,,,
20853,12/02/2017,VN,,,,
20854,25/02/2017,ID,,,,
20855,8/04/2017,TH,,,,
20860,20/02/2017,ID,,,,
20867,2/04/2017,TW,,,,
20869,9/02/2017,VN,,,,
20872,8/03/2017,VN,,,,
20877,19/02/2017,ID,,,,
20886,9/03/2017,TH,,,,
20895,16/04/2017,TH,,,,
20902,25/04/2017,VN,,,,
20905,24/05/2017,SG,,,,
20912,20/01/2017,TH,,,,
20914,20/03/2017,VN,,,,
20921,1/03/2017,ID,,,,
20930,18/01/2017,MY,,,,
20937,26/03/2017,PH,,,,
20946,28/05/2017,VN,,,,
20955,12/05/2017,VN,,,,
20962,25/04/2017,SG,,,,
20964,30/03/2017,TH,,,,
20974,10/05/2017,ID,,,,
20982,23/05/2017,SG,,,,
20989,18/03/2017,PH,,,,
20996,6/04/2017,TW,,,,
21005,27/02/2017,PH,,,,
21011,11/03/2017,MY,,,,
21020,2/01/2017,VN,,,,
21024,9/01/2017,TW,,,,
21028,9/03/2017,SG,,,,
21032,6/05/2017,VN,,,,
21039,27/05/2017,VN,,,,
21044,28/05/2017,PH,,,,
21052,8/03/2017,PH,,,,
21060,21/03/2017,TH,,,,
21062,23/05/2017,ID,,,,
21067,4/02/2017,PH,,,,
21076,17/01/2017,TH,,,,
21086,26/05/2017,ID,,,,
21095,21/03/2017,TW,,,,
21098,6/04/2017,ID,,,,
21099,6/04/2017,TH,,,,
21100,7/04/2017,MY,,,,
21102,27/03/2017,TH,,,,
21111,25/01/2017,TH,,,,
21115,10/01/2017,PH,,,,
21120,9/05/2017,SG,,,,
21123,29/01/2017,MY,,,,
21129,8/05/2017,TH,,,,
21135,30/04/2017,PH,,,,
21137,10/05/2017,TH,,,,
21147,20/02/2017,ID,,,,
21148,13/03/2017,PH,,,,
21149,2/02/2017,ID,,,,
21151,15/03/2017,MY,,,,
21155,25/01/2017,MY,,,,
21164,13/03/2017,ID,,,,
21168,1/03/2017,PH,,,,
21178,16/02/2017,TW,,,,
21179,9/04/2017,MY,,,,
21185,3/01/2017,VN,,,,
21195,19/01/2017,PH,,,,
21197,21/02/2017,MY,,,,
21201,2/03/2017,MY,,,,
21207,8/04/2017,SG,,,,
21210,3/05/2017,PH,,,,
21219,27/01/2017,SG,,,,
21226,7/05/2017,TH,,,,
21228,19/02/2017,SG,,,,
21233,18/04/2017,ID,,,,
21237,15/02/2017,TH,,,,
21247,22/05/2017,VN,,,,
21256,20/05/2017,TH,,,,
21265,17/02/2017,ID,,,,
21267,4/01/2017,TH,,,,
21273,30/03/2017,MY,,,,
21274,11/01/2017,TW,,,,
21276,27/02/2017,PH,,,,
21284,19/01/2017,VN,,,,
21294,8/02/2017,SG,,,,
21302,11/03/2017,ID,,,,
21304,2/03/2017,SG,,,,
21310,3/05/2017,TH,,,,
21314,14/04/2017,VN,,,,
21317,20/02/2017,MY,,,,
21323,20/04/2017,MY,,,,
21327,24/02/2017,TW,,,,
21331,11/01/2017,PH,,,,
21341,31/05/2017,PH,,,,
21350,13/02/2017,MY,,,,
21358,8/01/2017,TH,,,,
21367,28/01/2017,PH,,,,
21369,17/03/2017,TW,,,,
21377,2/05/2017,MY,,,,
21384,27/04/2017,PH,,,,
21392,25/02/2017,TW,,,,
21402,5/01/2017,TW,,,,
21407,28/02/2017,MY,,,,
21412,15/05/2017,VN,,,,
21421,16/05/2017,ID,,,,
21428,17/02/2017,MY,,,,
21434,8/04/2017,TW,,,,
21442,26/05/2017,TW,,,,
21452,20/03/2017,MY,,,,
21453,24/05/2017,PH,,,,
21463,28/05/2017,TH,,,,
21464,29/05/2017,MY,,,,
21468,27/04/2017,TW,,,,
21473,16/01/2017,SG,,,,
21476,26/03/2017,PH,,,,
21482,1/05/2017,VN,,,,
21491,16/01/2017,VN,,,,
21496,30/01/2017,ID,,,,
21504,21/03/2017,VN,,,,
21509,30/01/2017,ID,,,,
21515,27/01/2017,MY,,,,
21524,11/02/2017,MY,,,,
21533,30/03/2017,SG,,,,
21540,8/01/2017,VN,,,,
21542,20/05/2017,SG,,,,
21551,24/04/2017,MY,,,,
21555,17/02/2017,ID,,,,
21563,30/04/2017,TH,,,,
21568,24/01/2017,TW,,,,
21577,12/03/2017,MY,,,,
21580,8/05/2017,SG,,,,
21590,20/01/2017,VN,,,,
21593,28/01/2017,VN,,,,
21603,9/02/2017,TW,,,,
21607,9/03/2017,MY,,,,
21610,4/04/2017,ID,,,,
21611,28/04/2017,SG,,,,
21618,18/04/2017,TH,,,,
21621,22/04/2017,ID,,,,
21624,4/04/2017,VN,,,,
21631,17/02/2017,SG,,,,
21637,3/04/2017,ID,,,,
21646,11/03/2017,SG,,,,
21654,24/01/2017,SG,,,,
21664,4/04/2017,SG,,,,
21669,12/01/2017,TH,,,,
21670,14/04/2017,SG,,,,
21671,28/05/2017,TH,,,,
21681,4/04/2017,TH,,,,
21688,24/04/2017,VN,,,,
21698,29/03/2017,PH,,,,
21705,10/05/2017,ID,,,,
21710,8/03/2017,TW,,,,
21715,1/05/2017,PH,,,,
21717,3/04/2017,VN,,,,
21722,8/03/2017,MY,,,,
21731,7/05/2017,TW,,,,
21732,18/01/2017,ID,,,,
21736,5/02/2017,SG,,,,
21738,20/05/2017,SG,,,,
21742,15/05/2017,ID,,,,
21750,11/03/2017,SG,,,,
21752,26/01/2017,SG,,,,
21762,15/03/2017,VN,,,,
21771,19/01/2017,PH,,,,
21773,3/05/2017,PH,,,,
21782,23/05/2017,SG,,,,
21790,19/02/2017,ID,,,,
21798,3/03/2017,VN,,,,
21800,24/05/2017,SG,,,,
21804,23/02/2017,ID,,,,
21810,15/01/2017,ID,,,,
21819,20/01/2017,MY,,,,
21825,11/03/2017,PH,,,,
21834,10/04/2017,TH,,,,
21835,7/03/2017,ID,,,,
21837,6/05/2017,VN,,,,
21842,22/05/2017,TW,,,,
21847,27/01/2017,PH,,,,
21850,16/01/2017,TW,,,,
21852,24/02/2017,MY,,,,
21857,6/04/2017,ID,,,,
21859,12/02/2017,VN,,,,
21865,1/06/2017,SG,,,,
21867,12/05/2017,ID,,,,
21871,28/03/2017,TH,,,,
21875,12/03/2017,SG,,,,
21877,21/04/2017,MY,,,,
21880,19/05/2017,TH,,,,
21885,8/04/2017,TH,,,,
21892,17/01/2017,SG,,,,
21894,14/05/2017,VN,,,,
21904,14/01/2017,VN,,,,
21907,2/01/2017,ID,,,,
21909,9/04/2017,TW,,,,
21912,11/04/2017,MY,,,,
21917,14/02/2017,SG,,,,
21921,7/03/2017,PH,,,,
21929,18/02/2017,TW,,,,
21931,19/03/2017,ID,,,,
21939,5/05/2017,PH,,,,
21943,26/02/2017,PH,,,,
21944,1/03/2017,PH,,,,
21948,21/04/2017,TW,,,,
21953,10/05/2017,ID,,,,
21962,9/05/2017,SG,,,,
21967,17/01/2017,PH,,,,
21977,3/04/2017,TH,,,,
21985,24/03/2017,SG,,,,
21989,7/02/2017,PH,,,,
21992,17/02/2017,SG,,,,
21997,27/02/2017,PH,,,,
22000,7/02/2017,TH,,,,
22001,8/02/2017,MY,,,,
22009,22/05/2017,TH,,,,
22017,22/01/2017,PH,,,,
22022,5/03/2017,SG,,,,
22026,17/02/2017,TW,,,,
22035,2/03/2017,MY,,,,
22044,11/04/2017,VN,,,,
22049,19/04/2017,ID,,,,
22051,13/03/2017,ID,,,,
22053,14/03/2017,ID,,,,
22054,31/01/2017,PH,,,,
22057,18/03/2017,SG,,,,
22063,12/02/2017,MY,,,,
22072,12/04/2017,MY,,,,
22075,25/05/2017,PH,,,,
22084,27/01/2017,ID,,,,
22087,22/02/2017,TW,,,,
22092,8/03/2017,PH,,,,
22096,17/03/2017,SG,,,,
22100,19/04/2017,SG,,,,
22108,23/04/2017,TH,,,,
22116,14/03/2017,SG,,,,
22118,29/03/2017,TH,,,,
22123,10/05/2017,VN,,,,
22125,25/03/2017,TH,,,,
22131,15/04/2017,TW,,,,
22133,8/02/2017,MY,,,,
22138,17/02/2017,ID,,,,
22146,11/04/2017,TH,,,,
22154,23/03/2017,TW,,,,
22157,10/02/2017,TW,,,,
22167,15/02/2017,ID,,,,
22175,27/01/2017,ID,,,,
22184,14/03/2017,TW,,,,
22186,28/01/2017,PH,,,,
22190,16/04/2017,TH,,,,
22195,11/04/2017,TH,,,,
22196,14/02/2017,SG,,,,
22197,27/04/2017,VN,,,,
22200,31/05/2017,MY,,,,
22202,27/05/2017,PH,,,,
22206,26/03/2017,PH,,,,
22208,14/04/2017,VN,,,,
22210,23/02/2017,PH,,,,
22219,21/05/2017,MY,,,,
22221,13/02/2017,MY,,,,
22227,23/02/2017,MY,,,,
22232,13/01/2017,PH,,,,
22235,17/01/2017,TH,,,,
22244,14/03/2017,PH,,,,
22252,3/03/2017,TH,,,,
22260,18/02/2017,TW,,,,
22263,20/02/2017,SG,,,,
22270,14/02/2017,TW,,,,
22277,4/05/2017,TH,,,,
22282,4/03/2017,TW,,,,
22283,28/04/2017,TW,,,,
22288,6/01/2017,MY,,,,
22294,4/03/2017,SG,,,,
22299,28/05/2017,SG,,,,
22302,18/04/2017,VN,,,,
22310,20/02/2017,TH,,,,
22312,22/04/2017,MY,,,,
22322,9/05/2017,VN,,,,
22328,7/02/2017,PH,,,,
22332,7/05/2017,VN,,,,
22342,27/04/2017,PH,,,,
22346,28/03/2017,TH,,,,
22350,4/02/2017,ID,,,,
22354,2/04/2017,MY,,,,
22356,23/03/2017,VN,,,,
22360,15/04/2017,PH,,,,
22367,8/05/2017,TW,,,,
22373,11/01/2017,VN,,,,
22382,5/02/2017,ID,,,,
22392,3/05/2017,SG,,,,
22398,18/04/2017,ID,,,,
22400,1/06/2017,ID,,,,
22408,25/01/2017,VN,,,,
22412,26/03/2017,SG,,,,
22421,26/04/2017,TW,,,,
22431,2/05/2017,TH,,,,
22439,8/04/2017,ID,,,,
22443,21/03/2017,MY,,,,
22445,23/04/2017,MY,,,,
22454,14/04/2017,ID,,,,
22461,2/02/2017,TH,,,,
22469,26/02/2017,ID,,,,
22478,25/01/2017,TW,,,,
22488,26/03/2017,VN,,,,
22492,3/04/2017,VN,,,,
22500,26/02/2017,SG,,,,
22503,28/01/2017,TH,,,,
22504,23/05/2017,TH,,,,
22505,15/02/2017,TH,,,,
22507,27/01/2017,ID,,,,
22511,26/02/2017,ID,,,,
22513,27/01/2017,TH,,,,
22523,11/03/2017,SG,,,,
22530,4/04/2017,VN,,,,
22539,3/02/2017,SG,,,,
22544,12/03/2017,PH,,,,
22554,12/04/2017,ID,,,,
22559,22/01/2017,PH,,,,
22565,8/03/2017,PH,,,,
22572,20/04/2017,TW,,,,
22581,11/03/2017,ID,,,,
22590,30/05/2017,VN,,,,
22593,17/01/2017,ID,,,,
22594,16/01/2017,TH,,,,
22595,2/04/2017,SG,,,,
22596,16/05/2017,PH,,,,
22598,22/04/2017,SG,,,,
22606,22/04/2017,MY,,,,
22615,12/04/2017,PH,,,,
22620,24/02/2017,MY,,,,
22622,15/03/2017,ID,,,,
22631,20/02/2017,VN,,,,
22639,16/05/2017,ID,,,,
22646,24/02/2017,MY,,,,
22651,25/04/2017,PH,,,,
22660,2/04/2017,ID,,,,
22664,18/04/2017,VN,,,,
22666,17/03/2017,VN,,,,
22672,24/03/2017,MY,,,,
22682,29/01/2017,PH,,,,
22683,8/05/2017,TH,,,,
22686,16/01/2017,PH,,,,
22696,18/04/2017,TW,,,,
22704,2/03/2017,PH,,,,
22705,5/04/2017,SG,,,,
22709,25/03/2017,MY,,,,
22713,1/01/2017,VN,,,,
22717,23/05/2017,VN,,,,
22719,23/05/2017,SG,,,,
22727,13/05/2017,TW,,,,
22731,2/05/2017,MY,,,,
22733,29/05/2017,PH,,,,
22735,6/01/2017,MY,,,,
22740,13/04/2017,ID,,,,
22750,14/05/2017,MY,,,,
22751,11/05/2017,MY,,,,
22753,19/02/2017,MY,,,,
22755,5/04/2017,ID,,,,
22758,28/04/2017,TH,,,,
22762,31/01/2017,MY,,,,
22767,29/03/2017,TW,,,,
22771,30/03/2017,VN,,,,
22780,5/05/2017,ID,,,,
22784,12/02/2017,SG,,,,
22794,14/02/2017,TW,,,,
22795,25/05/2017,TW,,,,
22798,26/04/2017,TH,,,,
22807,12/05/2017,TW,,,,
22816,30/01/2017,SG,,,,
22825,23/01/2017,ID,,,,
22831,2/03/2017,PH,,,,
22836,13/05/2017,TH,,,,
22842,1/06/2017,VN,,,,
22846,25/01/2017,TW,,,,
22850,22/02/2017,TH,,,,
22860,27/03/2017,VN,,,,
22865,5/04/2017,ID,,,,
22874,24/05/2017,VN,,,,
22877,1/05/2017,TH,,,,
22882,15/02/2017,TW,,,,
22892,21/01/2017,TH,,,,
22899,10/05/2017,ID,,,,
22903,27/02/2017,SG,,,,
22905,2/05/2017,VN,,,,
22915,25/04/2017,SG,,,,
22917,3/04/2017,VN,,,,
22922,24/04/2017,ID,,,,
22926,6/04/2017,TW,,,,
22928,16/01/2017,MY,,,,
22930,29/04/2017,TH,,,,
22939,8/02/2017,SG,,,,
22941,26/04/2017,SG,,,,
22946,17/05/2017,PH,,,,
22949,18/02/2017,PH,,,,
22951,12/04/2017,PH,,,,
22960,22/02/2017,TW,,,,
22963,14/02/2017,TH,,,,
22971,23/01/2017,SG,,,,
22978,7/02/2017,TH,,,,
22987,27/05/2017,PH,,,,
22996,18/01/2017,VN,,,,
23006,8/04/2017,SG,,,,
23012,9/02/2017,VN,,,,
23018,19/03/2017,VN,,,,
23025,5/01/2017,TH,,,,
23030,9/01/2017,TH,,,,
23037,13/01/2017,VN,,,,
23043,26/04/2017,SG,,,,
23047,9/03/2017,TW,,,,
23048,26/04/2017,VN,,,,
23057,30/05/2017,TH,,,,
23066,23/05/2017,SG,,,,
23067,17/05/2017,ID,,,,
23070,16/05/2017,PH,,,,
23073,23/04/2017,SG,,,,
23075,26/04/2017,TW,,,,
23077,22/05/2017,VN,,,,
23082,4/03/2017,PH,,,,
23090,7/05/2017,PH,,,,
23099,28/03/2017,MY,,,,
23108,6/02/2017,ID,,,,
23117,23/03/2017,MY,,,,
23124,18/05/2017,TH,,,,
23132,20/05/2017,PH,,,,
23141,20/05/2017,PH,,,,
23147,4/04/2017,SG,,,,
23152,20/03/2017,PH,,,,
23159,22/04/2017,SG,,,,
23167,9/03/2017,PH,,,,
23168,3/05/2017,ID,,,,
23169,1/03/2017,ID,,,,
23178,20/03/2017,ID,,,,
23186,24/02/2017,SG,,,,
23196,17/03/2017,TW,,,,
23199,5/04/2017,VN,,,,
23206,12/04/2017,TW,,,,
23207,9/03/2017,MY,,,,
23214,23/02/2017,PH,,,,
23218,26/03/2017,VN,,,,
23221,11/05/2017,TH,,,,
23231,6/02/2017,PH,,,,
23239,23/01/2017,TW,,,,
23246,10/04/2017,PH,,,,
23253,7/03/2017,VN,,,,
23259,14/04/2017,MY,,,,
23269,13/02/2017,SG,,,,
23278,31/01/2017,VN,,,,
23284,31/03/2017,TH,,,,
23288,1/02/2017,TH,,,,
23294,18/02/2017,SG,,,,
23300,28/02/2017,SG,,,,
23302,5/04/2017,ID,,,,
23303,10/03/2017,SG,,,,
23304,27/05/2017,VN,,,,
23306,19/01/2017,MY,,,,
23308,17/05/2017,TW,,,,
23314,27/03/2017,VN,,,,
23322,1/05/2017,PH,,,,
23326,18/03/2017,SG,,,,
23334,26/03/2017,ID,,,,
23340,2/01/2017,SG,,,,
23342,1/05/2017,MY,,,,
23350,12/01/2017,TH,,,,
23355,14/03/2017,SG,,,,
23363,17/03/2017,TW,,,,
23370,7/02/2017,MY,,,,
23375,28/02/2017,VN,,,,
23376,23/05/2017,PH,,,,
23377,28/02/2017,TW,,,,
23385,22/04/2017,ID,,,,
23393,22/05/2017,ID,,,,
23402,18/05/2017,ID,,,,
23411,16/01/2017,PH,,,,
23417,20/03/2017,PH,,,,
23419,27/04/2017,TH,,,,
23424,23/03/2017,VN,,,,
23431,17/01/2017,SG,,,,
23435,25/04/2017,ID,,,,
23442,2/02/2017,TW,,,,
23444,5/05/2017,MY,,,,
23452,30/05/2017,PH,,,,
23461,31/05/2017,PH,,,,
23466,19/02/2017,TW,,,,
23472,14/05/2017,SG,,,,
23474,30/03/2017,SG,,,,
23478,5/03/2017,VN,,,,
23485,15/02/2017,TH,,,,
23495,10/01/2017,TH,,,,
23504,13/01/2017,MY,,,,
23505,14/01/2017,PH,,,,
23512,26/03/2017,TW,,,,
23522,15/05/2017,TH,,,,
23529,6/03/2017,MY,,,,
23530,27/03/2017,MY,,,,
23537,15/03/2017,MY,,,,
23540,26/02/2017,PH,,,,
23549,10/03/2017,ID,,,,
23551,8/04/2017,ID,,,,
23556,17/03/2017,VN,,,,
23557,27/03/2017,MY,,,,
23563,16/01/2017,TW,,,,
23566,12/05/2017,TH,,,,
23575,26/03/2017,TW,,,,
23577,13/04/2017,ID,,,,
23585,10/03/2017,TH,,,,
23594,8/05/2017,TW,,,,
23598,12/05/2017,MY,,,,
23604,25/03/2017,VN,,,,
23605,10/02/2017,TH,,,,
23614,4/01/2017,PH,,,,
23623,1/02/2017,ID,,,,
23632,29/01/2017,PH,,,,
23639,15/01/2017,PH,,,,
23645,13/05/2017,ID,,,,
23655,15/03/2017,PH,,,,
23659,29/04/2017,SG,,,,
23663,23/05/2017,VN,,,,
23672,26/03/2017,PH,,,,
23678,7/03/2017,SG,,,,
23682,13/02/2017,VN,,,,
23688,26/01/2017,SG,,,,
23696,28/01/2017,VN,,,,
23700,5/03/2017,ID,,,,
23709,12/03/2017,VN,,,,
23715,14/02/2017,VN,,,,
23723,24/05/2017,ID,,,,
23725,7/02/2017,TH,,,,
23726,31/01/2017,TW,,,,
23731,2/02/2017,TW,,,,
23740,31/01/2017,ID,,,,
23743,27/05/2017,SG,,,,
23748,16/01/2017,ID,,,,
23750,20/02/2017,VN,,,,
23755,27/04/2017,TH,,,,
23758,21/04/2017,SG,,,,
23763,7/01/2017,PH,,,,
23765,12/05/2017,TH,,,,
23775,29/03/2017,TW,,,,
23776,22/01/2017,SG,,,,
23784,29/03/2017,MY,,,,
23788,14/03/2017,TH,,,,
23797,23/03/2017,TW,,,,
23802,27/01/2017,MY,,,,
23809,7/05/2017,VN,,,,
23812,1/02/2017,VN,,,,
23816,23/03/2017,TH,,,,
23820,24/02/2017,ID,,,,
23827,16/03/2017,MY,,,,
23836,15/02/2017,TH,,,,
23839,2/01/2017,PH,,,,
23842,13/03/2017,TW,,,,
23846,7/03/2017,PH,,,,
23848,30/03/2017,TH,,,,
23857,1/02/2017,MY,,,,
23867,1/06/2017,SG,,,,
23871,8/01/2017,VN,,,,
23880,26/02/2017,SG,,,,
23882,1/01/2017,TH,,,,
23889,18/02/2017,TW,,,,
23891,5/04/2017,TW,,,,
23899,6/04/2017,PH,,,,
23909,14/05/2017,VN,,,,
23919,21/02/2017,PH,,,,
23928,28/01/2017,SG,,,,
23932,3/04/2017,TH,,,,
23938,24/01/2017,TH,,,,
23945,23/02/2017,PH,,,,
23954,1/02/2017,SG,,,,
23962,28/03/2017,MY,,,,
23971,29/03/2017,TH,,,,
23975,9/01/2017,SG,,,,
23976,3/03/2017,MY,,,,
23979,9/01/2017,PH,,,,
23985,1/06/2017,SG,,,,
23987,22/05/2017,PH,,,,
23996,25/01/2017,TW,,,,
24005,19/02/2017,PH,,,,
24011,13/04/2017,SG,,,,
24016,23/01/2017,TH,,,,
24021,26/03/2017,PH,,,,
24023,4/05/2017,TH,,,,
24030,27/05/2017,MY,,,,
24032,7/03/2017,TW,,,,
24036,16/05/2017,TW,,,,
24041,2/02/2017,TH,,,,
24046,13/05/2017,ID,,,,
24053,24/02/2017,PH,,,,
24059,26/02/2017,PH,,,,
24061,17/03/2017,VN,,,,
24063,29/04/2017,MY,,,,
24072,23/05/2017,TH,,,,
24078,7/04/2017,TW,,,,
24086,25/05/2017,VN,,,,
24094,19/05/2017,VN,,,,
24102,28/05/2017,VN,,,,
24103,13/01/2017,TW,,,,
24104,23/05/2017,TW,,,,
24113,26/03/2017,TW,,,,
24119,16/03/2017,MY,,,,
24124,8/02/2017,TW,,,,
24129,18/02/2017,ID,,,,
24134,2/01/2017,PH,,,,
24142,7/02/2017,SG,,,,
24144,27/02/2017,TW,,,,
24148,23/03/2017,ID,,,,
24151,6/03/2017,ID,,,,
24159,19/03/2017,TH,,,,
24164,16/04/2017,ID,,,,
24165,20/05/2017,TW,,,,
24168,23/04/2017,PH,,,,
24169,6/04/2017,SG,,,,
24178,11/04/2017,VN,,,,
24186,9/02/2017,MY,,,,
24188,27/02/2017,ID,,,,
24194,23/02/2017,MY,,,,
24196,14/04/2017,MY,,,,
24205,10/03/2017,SG,,,,
24209,1/02/2017,PH,,,,
24217,25/01/2017,TH,,,,
24225,26/01/2017,MY,,,,
24235,16/02/2017,VN,,,,
24243,22/01/2017,ID,,,,
24251,12/02/2017,ID,,,,
24257,26/02/2017,TW,,,,
24260,2/04/2017,TW,,,,
24266,25/05/2017,PH,,,,
24271,13/02/2017,SG,,,,
24277,7/03/2017,VN,,,,
24278,5/03/2017,PH,,,,
24286,7/01/2017,TH,,,,
24291,14/04/2017,MY,,,,
24301,30/01/2017,MY,,,,
24305,13/02/2017,PH,,,,
24307,17/05/2017,MY,,,,
24309,20/02/2017,ID,,,,
24315,30/01/2017,VN,,,,
24320,9/01/2017,ID,,,,
24325,6/04/2017,TH,,,,
24329,28/05/2017,ID,,,,
24338,27/03/2017,SG,,,,
24347,23/02/2017,SG,,,,
24349,26/04/2017,PH,,,,
24353,14/01/2017,VN,,,,
24357,3/01/2017,VN,,,,
24360,21/01/2017,VN,,,,
24361,12/01/2017,ID,,,,
24363,28/02/2017,MY,,,,
24364,28/03/2017,ID,,,,
24368,15/01/2017,ID,,,,
24370,1/01/2017,SG,,,,
24378,5/03/2017,ID,,,,
24387,9/01/2017,PH,,,,
24388,7/02/2017,SG,,,,
24389,20/01/2017,SG,,,,
24395,11/03/2017,MY,,,,
24399,26/03/2017,ID,,,,
24407,8/02/2017,TW,,,,
24411,8/03/2017,MY,,,,
24413,15/03/2017,VN,,,,
24419,19/01/2017,SG,,,,
24420,4/05/2017,VN,,,,
24426,2/01/2017,TH,,,,
24429,1/02/2017,PH,,,,
24431,4/01/2017,TH,,,,
24437,16/05/2017,MY,,,,
24447,11/02/2017,SG,,,,
24448,27/05/2017,ID,,,,
24457,7/04/2017,SG,,,,
24464,15/01/2017,TW,,,,
24472,8/05/2017,SG,,,,
24474,9/05/2017,PH,,,,
24479,22/03/2017,MY,,,,
24482,10/02/2017,SG,,,,
24490,11/03/2017,VN,,,,
24491,23/05/2017,PH,,,,
24499,13/01/2017,SG,,,,
24500,28/05/2017,ID,,,,
24505,19/01/2017,PH,,,,
24514,10/02/2017,TH,,,,
24521,7/01/2017,PH,,,,
24522,22/02/2017,PH,,,,
24528,10/02/2017,VN,,,,
24537,26/02/2017,TH,,,,
24540,4/02/2017,TW,,,,
24548,20/01/2017,SG,,,,
24557,11/04/2017,ID,,,,
24566,7/01/2017,TH,,,,
24569,24/05/2017,TH,,,,
24576,29/05/2017,ID,,,,
24584,19/03/2017,TW,,,,
24593,20/02/2017,ID,,,,
24595,24/01/2017,TH,,,,
24603,13/05/2017,PH,,,,
24608,7/02/2017,ID,,,,
24617,27/03/2017,VN,,,,
24622,30/04/2017,TW,,,,
24626,25/02/2017,ID,,,,
24631,8/03/2017,PH,,,,
24637,21/02/2017,SG,,,,
24638,17/02/2017,VN,,,,
24642,14/03/2017,SG,,,,
24648,18/03/2017,VN,,,,
24655,13/03/2017,TH,,,,
24657,10/04/2017,ID,,,,
24663,2/05/2017,ID,,,,
24665,2/03/2017,MY,,,,
24674,14/03/2017,TH,,,,
24684,8/05/2017,TW,,,,
24690,19/01/2017,TW,,,,
24696,30/04/2017,TW,,,,
24703,2/05/2017,MY,,,,
24707,11/01/2017,MY,,,,
24717,26/02/2017,TH,,,,
24723,23/04/2017,SG,,,,
24726,19/04/2017,VN,,,,
24728,25/01/2017,SG,,,,
24729,5/05/2017,TW,,,,
24735,28/03/2017,MY,,,,
24741,11/04/2017,MY,,,,
24745,6/04/2017,SG,,,,
24750,27/04/2017,PH,,,,
24760,14/02/2017,VN,,,,
24768,9/02/2017,MY,,,,
24776,24/01/2017,MY,,,,
24785,1/01/2017,TW,,,,
24788,3/03/2017,TH,,,,
24792,21/04/2017,VN,,,,
24802,29/03/2017,SG,,,,
24803,14/04/2017,MY,,,,
24811,15/05/2017,VN,,,,
24814,27/02/2017,TH,,,,
24816,24/05/2017,TW,,,,
24818,5/03/2017,VN,,,,
24822,23/02/2017,TW,,,,
24827,18/05/2017,SG,,,,
24834,13/05/2017,TW,,,,
24844,18/02/2017,MY,,,,
24846,17/05/2017,VN,,,,
24847,14/05/2017,ID,,,,
24854,18/03/2017,SG,,,,
24863,9/03/2017,PH,,,,
24868,20/05/2017,TW,,,,
24870,6/03/2017,PH,,,,
24873,10/05/2017,VN,,,,
24882,25/05/2017,MY,,,,
24891,25/02/2017,VN,,,,
24892,30/05/2017,TW,,,,
24898,26/02/2017,TW,,,,
24901,25/02/2017,TH,,,,
24902,23/04/2017,TW,,,,
24909,22/04/2017,TH,,,,
24918,12/03/2017,PH,,,,
24926,26/02/2017,TH,,,,
24936,14/02/2017,TW,,,,
24939,22/05/2017,MY,,,,
24943,14/03/2017,VN,,,,
24950,22/03/2017,ID,,,,
24959,29/04/2017,TH,,,,
24969,26/01/2017,ID,,,,
24972,21/04/2017,TH,,,,
24980,16/03/2017,SG,,,,
24990,12/05/2017,VN,,,,
24993,26/02/2017,MY,,,,
25002,11/03/2017,MY,,,,
25005,6/04/2017,MY,,,,
25009,22/04/2017,TW,,,,
25010,6/05/2017,TW,,,,
25015,23/05/2017,PH,,,,
25018,21/03/2017,TH,,,,
25019,6/04/2017,SG,,,,
25020,30/04/2017,TH,,,,
25021,12/04/2017,TW,,,,
25031,13/02/2017,ID,,,,
25037,14/01/2017,TW,,,,
25045,12/05/2017,VN,,,,
25048,25/05/2017,TH,,,,
25053,25/03/2017,MY,,,,
25062,4/05/2017,TH,,,,
25064,12/03/2017,SG,,,,
25073,23/01/2017,TW,,,,
25074,18/04/2017,VN,,,,
25075,15/03/2017,TW,,,,
25084,6/01/2017,TH,,,,
25092,12/05/2017,TW,,,,
25102,10/02/2017,VN,,,,
25103,4/04/2017,PH,,,,
25106,11/01/2017,VN,,,,
25116,13/03/2017,SG,,,,
25120,6/04/2017,TW,,,,
25130,9/05/2017,TH,,,,
25133,1/01/2017,SG,,,,
25140,18/03/2017,PH,,,,
25147,24/03/2017,TH,,,,
25156,4/01/2017,MY,,,,
25165,29/01/2017,PH,,,,
25166,2/02/2017,SG,,,,
25173,21/02/2017,ID,,,,
25174,6/01/2017,TH,,,,
25181,2/04/2017,SG,,,,
25189,22/01/2017,PH,,,,
25197,13/03/2017,TH,,,,
25207,21/01/2017,MY,,,,
25217,28/03/2017,ID,,,,
25222,9/05/2017,ID,,,,
25225,19/05/2017,TH,,,,
25227,9/03/2017,MY,,,,
25230,21/03/2017,TH,,,,
25239,15/01/2017,TH,,,,
25246,6/05/2017,VN,,,,
25250,1/03/2017,ID,,,,
25255,19/01/2017,VN,,,,
25263,11/04/2017,SG,,,,
25267,21/04/2017,TW,,,,
25275,26/04/2017,MY,,,,
25278,4/01/2017,TH,,,,
25286,24/02/2017,PH,,,,
25292,7/02/2017,PH,,,,
25294,30/05/2017,MY,,,,
25295,18/03/2017,SG,,,,
